"ID","consent","segmentation.westinC.","segmentation.westinM.","segmentation.westinE.","sebisLikert.sebisF04.","sebisLikert.sebisF06.","sebisLikert.sebisF03.","sebisLikert.sebisF05.","sebisLikert.sebisF12.","sebisLikert.sebisF13.","sebisLikert.sebisF15.","sebisLikert.sebisF14.","sebisLikert.sebisF08.","sebisLikert.sebisCheck.","sebisLikert.sebisF11.","sebisLikert.sebisF16.","sebisLikert.sebisF10.","sebisLikert.sebisF07.","sebisLikert.sebisF01.","sebisLikert.sebisF02.","sebisLikert.sebisF09.","virusLikert.folkV01.","virusLikert.folkV02.","virusLikert.folkV03.","virusLikert.folkV04.","virusLikert.folkV05.","virusLikert.folkV06.","virusLikert.folkV07.","virusLikert.folkV08.","virusLikert.folkV09.","virusLikert.folkV10.","virusLikert.folkV11.","virusLikert.folkV12.","virusLikert.folkV13.","virusLikert.folkV14.","virusLikert.folkV15.","virusLikert.folkV16.","virusLikert.folkV17.","virusLikert.folkV18.","virusPrecautions.folkVP01.","virusPrecautions.folkVP02.","virusPrecautions.folkVP03.","virusPrecautions.folkVP04.","virusPrecautions.folkVP05.","virusPrecautions.folkVP06.","virusPrecautions.folkVP07.","virusPrecautions.folkVP08.","hackersLikert.folkH01.","hackersLikert.folkH02.","hackersLikert.folkH03.","hackersLikert.folkH04.","hackersLikert.folkH05.","hackersLikert.folkH06.","hackersLikert.folkH07.","hackersLikert.folkH08.","hackersLikert.folkHCheck.","hackersLikert.folkH09.","hackersLikert.folkH10.","hackersLikert.folkH11.","hackersLikert.folkH12.","hackersLikert.folkH13.","hackersLikert.folkH14.","hackersLikert.folkH15.","hackersLikert.folkH16.","hackerPrecautions.folkHP01.","hackerPrecautions.folkHP02.","hackerPrecautions.folkHP03.","hackerPrecautions.folkHP04.","hackerPrecautions.folkHP05.","hackerPrecautions.folkHP06.","hackerPrecautions.folkHP07.","hackerPrecautions.folkHP08.","hackerPrecautions.folkHP09.","hackerPrecautions.folkHP10.","cybok01","cybok02","cybok03","cybok04","cybok05","cybok06","cybok07","cybok08","cybok09","cybok10","cybok11","cybok12","cybok13","cybok14","cybok15","cybok16","cybok17","cybok18","cybok19","onlineActivities.email.","onlineActivities.sn.","onlineActivities.news.","onlineActivities.conf.","onlineActivities.im.","onlineActivities.stream.","onlineActivities.games.","onlineHours","general.folkG01.","general.folkG02.","general.folkG03.","general.folkG04.","general.folkG05.","general.folkG06.","general.folkG07.","general.folkG08.","edu","ITbg","cyberBg","highschool","undergrad","englishLevel","courses.cs.","courses.net.","courses.os.","courses.usec.","courses.se.","courses.prof.","courses.hci.","courses.crypto.","courses.sp.","courses.block.","courses.ethics.","courses.cyber.","courses.iot.","courses.st.","courses.arch.","courses.ds.","courses.none.","courseCurrent.sd.","courseCurrent.crypto.","courseCurrent.iot.","courseCurrent.sp.","courseCurrent.arch.","courseCurrent.usec.","courseCurrent.os.","courseCurrent.st.","courseCurrent.cs.","courseCurrent.none.","certificates","age","gender","courseConsent","researchConsent","interviewtime"
"27","Agree","Strongly Agree","Strongly Disagree","Somewhat Agree","Never","Never","Never","Always","Always","Sometimes","Often","Often","Rarely","Always","Always","Sometimes","Sometimes","Never","Often","Always","Always","Strongly Agree","Disagree","Agree","Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Agree","Disagree","Strongly Agree","Neither Agree nor Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Always","Always","Always","Always","Always","Always","Always","Always","Agree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Disagree","Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Agree","Strongly Agree","Strongly Disagree","Sometimes","Always","Always","Rarely","Always","Always","Sometimes","Often","Always","Always","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Multiple Times a Day","Multiple Times a Day","2-3 Times a Week","Daily","Daily","Daily","Daily","8-10 hours","Agree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Agree","Strongly Disagree","Disagree","UG1/UG2 student","No","None","EU","","Fluent","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No",19,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",2266.03
"28","Agree","Strongly Agree","Somewhat Disagree","Strongly Disagree","Never","Always","Always","Always","Always","Always","Always","Never","Sometimes","Always","Never","Never","Sometimes","Rarely","Always","Always","Always","Neither Agree nor Disagree","Strongly Disagree","Agree","Agree","Strongly Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Disagree","Always","Never","Always","Never","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Always","Always","Always","Always","Always","Always","Always","Sometimes","Never","Always","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Multiple Times a Day","Never","Multiple Times a Day","Never","Multiple Times a Day","Never","Never","8-10 hours","Strongly Agree","Strongly Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","UG4 student","Yes","None","United Kingdom","","Native speaker","Yes","No","Yes","No","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No",21,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",1312.34
"29","Agree","Strongly Agree","Strongly Disagree","Somewhat Agree","Always","Always","Often","Always","Often","Rarely","Rarely","Often","Sometimes","Always","Sometimes","Never","Often","Sometimes","Rarely","Rarely","Rarely","Neither Agree nor Disagree","Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Disagree","Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Agree","Agree","Disagree","Rarely","Sometimes","Often","Rarely","Rarely","Always","Always","Often","Neither Agree nor Disagree","Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Rarely","Sometimes","Rarely","Rarely","Always","Sometimes","Rarely","Sometimes","Rarely","Often","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Multiple Times a Day","Multiple Times a Day","Daily","2-3 Times a Month","Multiple Times a Day","Daily","Once a Week","More than 10 hours","Neither Agree nor Disagree","Agree","Agree","Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","UG4 student","No","None","United Kingdom","","Native speaker","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",21,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",962.75
"30","Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Often","Always","Sometimes","Always","Often","Often","Often","Rarely","Sometimes","Always","Sometimes","Sometimes","Often","Often","Rarely","Often","Rarely","Agree","Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Disagree","Rarely","Often","Often","Rarely","Rarely","Often","Sometimes","Often","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Often","Sometimes","Sometimes","Rarely","Often","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Multiple Times a Day","2-3 Times a Month","Multiple Times a Day","Once a Week","Daily","Daily","2-3 Times a Month","2-4 hours","Neither Agree nor Disagree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","MSc (Masters) student","Yes","None","overseas","overseas","Native speaker","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",31,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",1116.66
"31","Agree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Always","Always","Often","Sometimes","Always","Often","Always","Never","Sometimes","Always","Rarely","Often","Sometimes","Never","Often","Often","Never","Agree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Never","Sometimes","Always","Never","Never","Always","Often","Often","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Agree","Agree","Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Agree","Neither Agree nor Disagree","Agree","Agree","Disagree","Never","Often","Never","Often","Always","Sometimes","Rarely","Often","Never","Always","No","No","No","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Daily","Daily","Daily","Once a Week","Multiple Times a Day","Multiple Times a Day","2-3 Times a Month","5-7 hours","Agree","Agree","Agree","Disagree","Neither Agree nor Disagree","Agree","Agree","Agree","UG4 student","Yes","None","United Kingdom","","Native speaker","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",23,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",1168.09
"32","Agree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Often","Often","Often","Often","Often","Sometimes","Rarely","Often","Sometimes","Always","Sometimes","Often","Sometimes","Never","Rarely","Sometimes","Always","Agree","Strongly Disagree","Neither Agree nor Disagree","Disagree","Agree","Agree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Agree","Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Agree","Agree","Disagree","Always","Often","Often","Sometimes","Always","Always","Often","Often","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","Often","Sometimes","Rarely","Sometimes","Often","Often","Often","Often","Sometimes","Often","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Multiple Times a Day","Daily","2-3 Times a Week","Once a Week","Multiple Times a Day","Daily","Never","8-10 hours","Agree","Agree","Disagree","Neither Agree nor Disagree","Disagree","Agree","Disagree","Neither Agree nor Disagree","PhD student","Yes","None","overseas","overseas","Intermediate","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No",27,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",1932.4
"33","Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Always","Always","Always","Always","Always","Sometimes","Often","Often","Rarely","Always","Sometimes","Often","Rarely","Rarely","Rarely","Often","Sometimes","Agree","Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Agree","Strongly Disagree","Agree","Disagree","Agree","Neither Agree nor Disagree","Strongly Disagree","Disagree","Neither Agree nor Disagree","Disagree","Strongly Agree","Agree","Disagree","Often","Always","Often","Often","Sometimes","Always","Often","Rarely","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Agree","Agree","Neither Agree nor Disagree","Agree","Agree","Neither Agree nor Disagree","Disagree","Sometimes","Often","Sometimes","Always","Often","Always","Often","Sometimes","Always","Often","No","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","Multiple Times a Day","Multiple Times a Day","Daily","Once a Month or Less","Daily","Once a Month or Less","Once a Week","2-4 hours","Agree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","MSc (Masters) student","No","None","overseas","overseas","Intermediate","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No",25,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",2260.02
"34","Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Always","Always","Often","Always","Rarely","Often","Often","Sometimes","Rarely","Never","Rarely","Never","Always","Never","Never","Sometimes","Rarely","Agree","Strongly Disagree","Agree","Agree","Neither Agree nor Disagree","Agree","Disagree","Agree","Strongly Disagree","Neither Agree nor Disagree","Strongly Agree","Strongly Disagree","Agree","Agree","Disagree","Neither Agree nor Disagree","Agree","Disagree","Always","Often","Always","Rarely","Rarely","Always","Often","Always","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Agree","Disagree","Rarely","Sometimes","Often","Sometimes","Always","Often","Sometimes","Often","Sometimes","Always","No","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Multiple Times a Day","Never","2-3 Times a Week","Once a Month or Less","Multiple Times a Day","2-3 Times a Week","Never","5-7 hours","Strongly Disagree","Agree","Agree","Disagree","Disagree","Disagree","Strongly Disagree","Agree","UG1/UG2 student","No","None","overseas","","Native speaker","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No",18,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",1001.46
"35","Agree","Strongly Agree","Strongly Disagree","Somewhat Disagree","Never","Always","Sometimes","Always","Often","Sometimes","Sometimes","Sometimes","Often","Always","Often","Sometimes","Never","Sometimes","Sometimes","Sometimes","Rarely","Strongly Agree","Disagree","Agree","Agree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Agree","Disagree","Agree","Agree","Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Strongly Agree","Agree","Disagree","Rarely","Sometimes","Often","Rarely","Sometimes","Often","Often","Often","Agree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Agree","Agree","Neither Agree nor Disagree","Rarely","Rarely","Rarely","Often","Often","Sometimes","Often","Often","Rarely","Sometimes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","2-3 Times a Week","Daily","2-3 Times a Week","Never","5-7 hours","Neither Agree nor Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","MSc (Masters) student","No","None","overseas","EU","Fluent","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",27,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",564.72
"36","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Always","Always","Often","Always","Often","Often","Sometimes","Often","Often","Always","Sometimes","Sometimes","Often","Often","Sometimes","Often","Rarely","Agree","Strongly Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Neither Agree nor Disagree","Agree","Strongly Agree","Disagree","Never","Often","Often","Never","Never","Always","Often","Often","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Neither Agree nor Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Neither Agree nor Disagree","Sometimes","Often","Often","Often","Often","Often","Rarely","Sometimes","Rarely","Often","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","2-3 Times a Week","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","5-7 hours","Agree","Agree","Agree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Agree","Agree","UG4 student","Yes","None","overseas","","Native speaker","Yes","No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No",21,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",860.86
"37","Agree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Sometimes","Always","Rarely","Often","Sometimes","Sometimes","Sometimes","Often","Rarely","Never","Rarely","Sometimes","Often","Often","Often","Often","Often","Agree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Disagree","Agree","Agree","Strongly Disagree","Sometimes","Always","Always","Often","Sometimes","Always","Sometimes","Always","Agree","Neither Agree nor Disagree","Agree","Agree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Agree","Agree","Agree","Neither Agree nor Disagree","Rarely","Often","Always","Sometimes","Always","Always","Often","Often","Often","Often","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Daily","Multiple Times a Day","2-3 Times a Week","Once a Month or Less","Multiple Times a Day","Multiple Times a Day","2-3 Times a Week","More than 10 hours","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","UG4 student","No","None","United Kingdom","","Native speaker","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No",21,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",1528.26
"38","Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Always","Always","Often","Always","Sometimes","Often","Often","Rarely","Rarely","Always","Sometimes","Often","Sometimes","Sometimes","Often","Always","Always","Neither Agree nor Disagree","Strongly Disagree","Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Strongly Disagree","Disagree","Strongly Agree","Agree","Strongly Disagree","Always","Always","Often","Sometimes","Always","Often","Always","Always","Agree","Agree","Disagree","Agree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Agree","Agree","Agree","Disagree","Rarely","Often","Rarely","Always","Often","Always","Rarely","Often","Sometimes","Often","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Multiple Times a Day","Multiple Times a Day","Daily","2-3 Times a Month","Daily","Daily","Once a Month or Less","8-10 hours","Agree","Agree","Strongly Agree","Agree","Neither Agree nor Disagree","Agree","Agree","Agree","UG3 student","Yes","None","United Kingdom","","Native speaker","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No",20,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",442.74
"39","Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Always","Always","Never","Always","Always","Never","Sometimes","Always","Sometimes","Always","Always","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Never","Agree","Neither Agree nor Disagree","Agree","Strongly Disagree","Agree","Agree","Disagree","Agree","Strongly Disagree","Agree","Neither Agree nor Disagree","Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Agree","Agree","Rarely","Rarely","Often","Rarely","Rarely","Often","Often","Always","Disagree","Neither Agree nor Disagree","Disagree","Agree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Sometimes","Rarely","Sometimes","Rarely","Often","Rarely","Rarely","Sometimes","Rarely","Often","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","Once a Month or Less","Once a Month or Less","Never","Never","5-7 hours","Neither Agree nor Disagree","Agree","Agree","Agree","Agree","Agree","Neither Agree nor Disagree","Agree","MSc (Masters) student","No","None","overseas","overseas","Intermediate","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",23,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",1063.82
"40","Agree","Strongly Agree","Strongly Disagree","Somewhat Disagree","Always","Always","Always","Always","Sometimes","Always","Always","Never","Rarely","Always","Sometimes","Rarely","Often","Never","Often","Always","Often","Agree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Agree","Disagree","Disagree","Always","Always","Always","Always","Always","Always","Always","Always","Agree","Agree","Neither Agree nor Disagree","Agree","Disagree","Neither Agree nor Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Often","Often","Always","Always","Always","Always","Never","Always","Always","Always","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Multiple Times a Day","Daily","2-3 Times a Week","Once a Week","Multiple Times a Day","Multiple Times a Day","Once a Week","More than 10 hours","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","UG4 student","Yes","0-3 years","EU","","Fluent","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No",23,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",491.75
"42","Agree","Strongly Agree","Strongly Disagree","Somewhat Disagree","Always","Always","Always","Always","Often","Sometimes","Sometimes","Sometimes","Rarely","Always","Rarely","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Neither Agree nor Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Disagree","Never","Always","Often","Never","Never","Always","Never","Never","Neither Agree nor Disagree","Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Never","Often","Never","Rarely","Always","Often","Never","Always","Never","Sometimes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Multiple Times a Day","Multiple Times a Day","Daily","Daily","Multiple Times a Day","Multiple Times a Day","2-3 Times a Month","8-10 hours","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","MSc (Masters) student","Yes","0-3 years","overseas","overseas","Fluent","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No",28,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",2851.71
"43","Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Always","Always","Always","Always","Always","Sometimes","Often","Always","Never","Always","Always","Always","Always","Always","Never","Sometimes","Often","Strongly Agree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Disagree","Agree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Agree","Agree","Strongly Disagree","Often","Always","Always","Sometimes","Sometimes","Always","Always","Always","Agree","Neither Agree nor Disagree","Agree","Agree","Agree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Agree","Strongly Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Disagree","Sometimes","Sometimes","Rarely","Sometimes","Always","Always","Sometimes","Often","Sometimes","Always","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Daily","Multiple Times a Day","2-3 Times a Week","Daily","Once a Week","Once a Month or Less","Daily","5-7 hours","Neither Agree nor Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","UG5/MInf student","Yes","None","United Kingdom","United Kingdom","Fluent","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No",22,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",778.3
